stt,question,answer
62,"Kết quả khảo sát địa chất công trình (Khảo sát Địa kỹ thuật) cho giai đoạn
trước thiết kế cơ sở được sử dụng để giải quyết nhiệm vụ gì:
a. Luận chứng cho Dự án đầu tư (Báo cáo khả thi) và kiến nghị chọn giải pháp
móng thích hợp
b. Luận chứng cho quy hoạch tổng thể và làm cơ sở để thiết kế khảo sát địa
chất công trình giai đoạn chi tiết hơn
c. Chính xác hóa vị trí công trình và cung cấp tài liệu cho thiết kế kỹ thuật để
xây dựng công trình
d. Kiểm tra và chính xác hóa những vấn đề còn nghi ngờ hoặc còn thiếu hoặc
phục vụ thiết kế giải pháp công trình",B 
63,"Kết quả khảo sát địa chất công trình (Khảo sát Địa kỹ thuật) cho giai đoạn thiết
kế cơ sở được sử dụng để giải quyết nhiệm vụ gì:
a. Luận chứng cho Dự án đầu tư (Báo cáo khả thi) và kiến nghị chọn giải pháp
móng thích hợp
b. Luận chứng cho quy hoạch tổng thể và làm cơ sở để thiết kế khảo sát địa
chất công trình giai đoạn chi tiết hơn
c. Chính xác hóa vị trí công trình và cung cấp tài liệu cho thiết kế kỹ thuật để
xây dựng công trình
d. Kiểm tra và chính xác hóa những vấn đề còn nghi ngờ hoặc còn thiếu hoặc
phục vụ thiết kế giải pháp công trình",A 
64,"Kết quả khảo sát địa chất công trinh (Khảo sát Địa kỹ thuật) cho giai đoạn thiết
kế kỹ thuật được sử dụng để giải quyết nhiệm vụ gì:
a. Luận chứng cho Dự án đầu tư (Báo cáo khả thi) và kiến nghị chọn giải pháp
móng thích hợp
b. Luận chứng cho quy hoạch tổng thể và làm cơ sở để thiết kế khảo sát địa
chất công trình giai đoạn chi tiết hơn
c. Chính xác hóa vị trí công trình và cung cấp tài liệu cho thiết kế kỹ thuật để
xây dựng công trình
d. Kiểm tra và chính xác hóa những vấn đề còn nghi ngờ hoặc còn thiếu hoặc
phục vụ thiết kế giải pháp công trình",C 
65,"Khi khảo sát địa chất công trình cho khu nhà cao tầng phục vụ thiết kế cơ sở
thì mạng lưới lỗ khoan thăm dò thường được bố trí như thế nào:
a. Bố trí ngay trên diện tích xây dựng của từng hạng mục công trình
b. Bố trí theo tuyến hoặc theo mạng lưới trên toàn bộ diện tích khu xây dựng
của dự án
c. Bố trí tùy thuộc điều kiện địa hình thực tế của khu vực xây dựng
d. Mỗi hạng mục công trình bắt buộc phải bố trí một công trình thăm dò",B 
66,"Khi khảo sát địa chất công trình cho khu nhà cao tầng phục vụ thiết kế kỹ thuật
thì mạng lưới công trình thăm dò thường được bố trí như thế nào:
a. Mỗi hạng mục công trình bắt buộc phải bố trí một công trình thăm dò
b. Bố trí theo tuyến hoặc theo mạng lưới trên toàn bộ diện tích khu xây dựng
của dự án
c. Bố trí tùy thuộc điều kiện địa hình thực tế của khu vực xây dựng
d. Bố trí ngay trên diện tích xây dựng của từng hạng mục công trình",D 
67,"Khi xác định chiều sâu các công trình thăm dò thì người ta phải dựa vào những
yếu tố nào:
a. Mục đích tiến hành công tác thăm dò
b. Quy mô tải trọng và tầm quan trọng của công trình
c. Đặc điểm cấu trúc địa chất
d. Cả ba phương án a, b, c và chọn điều kiện an toàn chung cho công trình",D 
68,"Hiểu thế nào là hàm lượng phần trăm tích lũy tại một đường kính hạt đất:
a. Là hàm lượng phần trăm tích lũy của các đường kính hạt lớn hơn hoặc bằng
đường kính đó
b. Là tổng hàm lượng phần trăm của các hạt có đường kính nhỏ hơn đường
kính đó
c. Là hàm lượng phần trăm của hạt có đường kính bằng đường kính đó
d. Là hàm lượng phần trăm theo khối lượng của các hạt có đường kính nhỏ hơn
đường kính đó",D 
69,"Việc phân tích thành phần hạt bằng sàng khô được thực hiện đối với đất rời
(không có hoặc có không đáng kể hạt bụi và sét) khi hạt đất có kích thước:
a. Lớn hơn 0,25 mm
b. Lớn hơn 0,5 mm
c. Lớn hơn 1,0 mm
d. Lớn hơn 2,0 mm",B 
70,"Việc phân tích thành phần hạt bằng sàng ướt được thực hiện đối với đất có tính
dính (có chứa đáng kể các hạt bụi và sét) khi hạt đất có kích thước:
a. Lớn hơn 0,1 mm
b. Lớn hơn 0,5 mm
c. Lớn hơn 1,0 mm
d. Lớn hơn 0,25 mm",A 
71,"Phương pháp tỷ trọng kế được áp dụng để phân tích thành phần hạt của đất loại
sét đối với các hạt có kích thước:
a. Nhỏ hơn 0,05 mm
b. Nhỏ hơn 1,0 mm
c. Nhỏ hơn 0,1 mm
d. Nhỏ hơn 0,02 mm",C 
72,"Mẫu đất đá nguyên trạng là mẫu đất đá khi lấy lên bảo đảm các yêu cầu sau:
a. Mẫu vẫn giữ nguyên được thành phần và trạng thái của đất đá
b. Mẫu vẫn giữ nguyên được độ ẩm; trạng thái và thành phần của đất đá
c. Mẫu vẫn giữ nguyên được thành phần và kết cấu của đất đá
d. Mẫu vẫn giữ nguyên được kết cấu, thành phần, trạng thái và các tính chất
như trong thiên nhiên (không kể sự thay đổi trạng thái ứng suất)",D 
73,"Yêu cầu khi lấy mẫu nguyên trạng vào hộp đựng cần phải thực hiện những nội
dung công việc gì:
a. Đậy nắp hai đầu ống mẫu và dán một thẻ mẫu bên ngoài, sau đó bọc kín
bằng vật liệu cách li
b. Đặt một thẻ mẫu lên đầu trên của mẫu và đậy nắp hộp mẫu, ngoài dán một
thẻ mẫu khác có đánh dấu đầu trên của mẫu
c. bọc kín mẫu bằng vật liệu cách li có quét parafin cách ẩm
d. Phương án b và c",D 
74,"Khi xếp mẫu nguyên trạng vào hòm cần phải thực hiện và tuân thủ các bước
sau:
a. Đánh số hòm, ghi địa chỉ người gửi, người nhận, đánh các ký hiệu và ghi
chú cần thiết để bảo vệ hòm mẫu.
b. Xếp mẫu vào hòm phải chèn các khoảng trống giữa các mẫu bằng vỏ bào,…
sao cho chặt khít
c. Xếp mẫu vào hòm cách nhau 2-3 cm, cách thành hòm 3-4 cm, chèn chặt
bằng vỏ bào,…, dưới mẫu để bảng thống kê mẫu,
d. Phương án a và c",D 
75,"Tại sao khi lấy mẫu nguyên trạng để thí nghiệm người ta lại phải quy định kích
thước đường kính tối thiểu và chiều dài của mẫu:
a. Để thuận tiện cho công tác lấy mẫu, thí nghiệm và vận chuyển
b. Tránh làm ảnh hưởng đến mẫu đất thí nghiệm bên trong, phù hợp với đường
kính của thiết bị thí nghiệm
c. Đủ khối lượng mẫu để thí nghiệm tất cả các chỉ tiêu theo yêu cầu
d. Phương án b và c",D 
76,"Người ta chia mức độ phức tạp của điều kiện địa chất công trình thành mấy
cấp, cấp nào là phức tạp nhất:
a. 4 cấp, cấp 1 là cấp phức tạp nhất
b. 3 cấp, cấp 3 là cấp phức tạp nhất
c. 5 cấp, cấp 1 là cấp phức tạp nhất
d. 2 cấp, cấp 2 là cấp phức tạp nhất",B 
77,"Độ ẩm giới hạn dẻo của đất loại sét có kết cấu bị phá hủy là độ ẩm của đất khi
chuyển trạng thái từ:
a. Cứng sang nửa cứng
b. Dẻo cứng sang chảy
c. Cứng sang dẻo
d. Dẻo sang dẻo mềm",C 
78,"Độ ẩm giới hạn chảy của đất loại sét có kết cấu bị phá hủy là độ ẩm của đất khi
chuyển trạng thái từ:
a. cứng sang dẻo
b. dẻo sang chảy
c. dẻo cứng sang dẻo
d. dẻo sang dẻo mềm",B 
79,"Trong các chỉ tiêu sau, chỉ tiêu nào được sử dụng để phân loại và gọi tên đất
loại sét:
a. Giới hạn chảy (WL)
b. Độ sệt (B)
c. Chỉ số dẻo (Ip)
d. Giới hạn dẻo (Wp)",C 
80,"Trong các chỉ tiêu sau, chỉ tiêu nào được sử dụng để đánh giá trạng thái của đất
loại sét:
a. Giới hạn chảy (WL)
b. Độ sệt (B)
c. Chỉ số dẻo (Ip)
d. Giới hạn dẻo (Wp)",B 
81,"Khi chọn phương pháp khoan khảo sát địa chất công trình cần phải đáp ứng
được các yêu cầu chủ yếu nào:
a. Năng suất khoan cao, hao phí vật tư ít và tiến độ nhanh; đảm bảo yêu cầu kỹ
thuật và an toàn lao động
b. Đạt tiến độ nhanh, năng suất khoan cao, chi phí vật tư thấp; đảm bảo yêu cầu
kỹ thuật
c. Xác định chính xác địa tầng, lấy được các loại mẫu và cho phép thí nghiệm
trong hố khoan
d. Phương án a và c",D 
82,"Trong quá trình khoan, những trường hợp nào phải tiến hành gia cố thành lỗ
khoan bằng ống chống:
a. Khi khoan vào đất đá bở rời dung dịch sét không đủ khả năng bảo vệ thành
lỗ khoan
b. Cần ngăn cách các tầng chứa nước, nghiên cứu tính nứt nẻ và tính thấm
bằng thí nghiệm ngoài trời
c. Khi khoan gặp các hang hốc hoặc khe nứt lớn gây mất dung dịch quá nhiều
d. Cả ba phương án a, b, c",D 
83,"Mẫu lưu được lấy trong quá trình khoan khảo sát địa chất công trình được sử
dụng để giải quyết nhiệm vụ gì:
a. Để làm mẫu không nguyên trạng thí nghiệm các chỉ tiêu vật lý của đất
b. Để làm căn cứ nghiệm thu công tác khoan ngoài thực địa và kiểm tra khi cần
thiết
c. Đối chiếu khi chỉnh lý tài liệu, làm căn cứ nghiệm thu thực địa và kiểm tra
khi cần thiết
d. Sử dụng để đối chiếu khi chỉnh lý tài liệu và kiểm tra khi cần thiết",C 
84,"Tất cả các lỗ khoan sau khi khoan xong đều phải được thực hiện công tác
nghiệm thu gồm các nội dung sau:
a. Nghiệm thu theo các nhiệm vụ kỹ thuật đã được quy định trong phương án
kỹ thuật khoan
b. Nghiệm thu vị trí, cao độ và độ sâu khoan, các loại mẫu lấy, sổ kỹ thuật và
các văn bản khác
c. Các nhiệm vụ kỹ thuật đã được quy định trong phương án kỹ thuật, nội dung
ghi chép nhật ký
d. Phương án b và c",D 
85,"Những nội dung công việc cần thực hiện trước khi tiến hành lấy mẫu nước
trong hố khoan:
a. Lắp đặt nhiệt kế ngay trong chai mẫu để đo nhiệt độ nước; đo nhiệt độ
không khí tại thời điểm lấy mẫu
b. Rửa sạch, lắp ráp và kiểm tra sự hoạt động của dụng cụ lấy mẫu
c. Thả dụng cụ lấy mẫu nước vào lỗ khoan để lấy nước và tráng dụng cụ lấy
mẫu
d. Cả ba phương án a, b, c.",D 
86,"Kết quả thí nghiệm xuyên tĩnh cho phép giải quyết các nhiệm vụ gì của công
tác khảo sát địa chất công trình:
a. Phân chia địa tầng và đánh giá được mức độ đồng nhất của đất đá
b. Xác định được độ chặt của đất loại cát
c. Xác định một số đặc trưng cơ lý của đất và kết hợp với tài liệu khác để phân
loại đất, sử dụng để thiết kế móng nông và xác định sức chịu tải của cọc
d. Cả ba phương án a, b, c.",D 
87,"Phương pháp thí nghiệm đổ nước trong hố đào của A. K. Bôndưrep sử dụng
mấy vòng chắn bằng thép để đổ nước:
a. Không sử dụng vòng chắn thép mà đổ thẳng vào hố đào
b. Sử dụng hai vòng thép đặt đồng tâm và đổ nước vào vòng trong và phần
vành khuyên giữa hai vòng
c. Sử dụng một vòng thép để đổ nước vào trong
d. Sử dụng hai vòng thép đặt đồng tâm nhưng chỉ đổ nước vào phần vành
khuyên giữa hai vòng",C 
88,"Phương pháp thí nghiệm đổ nước trong hố đào của N.X. Netxterop sử dụng
mấy vòng chắn bằng thép để đổ nước:
a. Sử dụng hai vòng thép đặt đồng tâm và đổ nước vào vòng trong và phần
vành khuyên giữa hai vòng
b. Không sử dụng vòng chắn thép mà đổ thẳng vào hố đào
c. Sử dụng một vòng thép để đổ nước vào trong
d. Sử dụng hai vòng thép đặt đồng tâm nhưng chỉ đổ nước vào phần vành
khuyên giữa hai vòng",A 
