stt,question,answer
95,"Công trường xây dựng phải đảm bảo các yêu cầu gì?
a. Tổng mặt bằng công trường xây dựng phải được thiết kế và phê duyệt, phù
hợp với địa điểm xây dựng, điều kiện cụ thể của công trường
b. Vật tư, vật liệu phải được sắp xếp theo đúng thiết kế của tổng mặt bằng đã
được phê duyệt.
c. Phải có các biển báo về an toàn lao động cho người, máy thi công và các chỉ
dẫn khác theo quy định
d. Tất cả các yêu cầu nêu tại Điểm a, b, c",D 
96,"Nội dung nào dưới đây phải được chỉ rõ trong hồ sơ tiến độ thi công xây dựng?
a. Thời gian, thời điểm, vị trí các công việc được thực hiện
b. Tên của các nhà thầu thi công
c. Quyết định đầu tư xây dựng
d. Tất cả các nội dung nêu tại Điểm a, b và c",A 
97,"Nội dung nào dưới đây phải được chỉ rõ trong hồ sơ tiến độ thi công xây dựng?
a. Quyết định đầu tư xây dựng
b. Nhiệm vụ và phạm vi công việc chi tiết của nhà thầu
c. Lao động, máy móc, thiết bị và các tài nguyên khác để đảm bảo thực hiện
tiến độ
d. Tất cả các nội dung nêu tại Điểm a, b và c",C 
98,"Tiến độ thực hiện dự án đầu tư xây dựng phụ thuộc vào các yếu tố nào dưới
đây?
a. Nhiệm vụ và phạm vi công việc chi tiết của nhà thầu;
b. Tiến trình thực hiện các công việc phù hợp với giải pháp thực hiện đã lựa
chọn, sử dụng hợp lý các nguồn lực và điều kiện kinh phí được cấp theo tiến
độ của dự án;
c. Tên của các nhà thầu
d. Tất cả các yếu tố nêu tại Điểm a, b, c",B 
99,"Tiến độ thực hiện dự án đầu tư xây dựng phụ thuộc vào các yếu tố nào dưới
đây?
a. Tổng thời gian thực hiện và các mốc thời gian phải hoàn thành đối với từng
công việc;
b. Quyết định đầu tư xây dựng;
c. Tổng mức đầu tư xây dựng;
d. Phạm vi công việc chi tiết của nhà thầu",A 
100,"Những công tác nào phải được giám sát chặt chẽ trong quá trình thi công xây
dựng công trình?
a. Chỉ những công tác quan trọng.
b. Mọi công tác thi công xây dựng.
c. Những công việc sau này bị che khuất do vật liệu khác lấp phủ.
d. Những công tác ảnh hưởng đến việc thi công tiếp theo.",B 
101,"Việc giám sát thi công xây dựng được thực hiện vào thời điểm nào?
a. Giám sát vào giờ hành chính.
b. Chỉ cần giám sát các công tác chủ yếu, quan trọng.
c. Khi nào trên công trường diễn ra các hoạt động xây dựng.
d. Khi sắp nghiệm thu công tác xây dựng thì cần giám sát.",C 
102,"Những yêu cầu nào đối với công tác giám sát trong quá trình thi công xây dựng
công trình?
a. Giám sát thi công đúng thiết kế được phê duyệt, đúng tiêu chuẩn, quy chuẩn
áp dụng, quy định về quản lý, sử dụng vật liệu xây dựng, chỉ dẫn kỹ thuật và
hợp đồng xây dựng
b. Giám sát theo đúng ý kiến của bên thiết kế
c. Giám sát theo lệnh ghi trong giấy giao việc của chủ đầu tư
d. Giám sát theo hướng dẫn của chuyên gia.",A 
103,"Nhà thầu phải lập, trình chủ đầu tư chấp thuận kế hoạch tổng hợp về an toàn
lao động khi nào?
a. Trước khi khởi công xây dựng công trình
b. Theo tiến độ thực hiện hợp đồng
c. Trước khi thi công công việc quan trọng của công trình
d. Không bắt buộc phải lập và trình chủ đầu tư",A 
104,"Khi phát hiện nguy cơ xảy ra tai nạn lao động, sự cố mất an toàn lao động,
người quản lý dự án phải làm gì?
a. Dừng thi công xây dựng
b. Yêu cầu nhà thầu có biện pháp khắc phục đảm bảo an toàn
c. Chỉ được tiếp tục thi công sau khi người quản lý dự án kiểm tra, chấp thuận
đảm bảo an toàn
d. Phải thực hiện các công việc nêu tại Điểm a, b, c",D 
105,"Chủ đầu tư có trách nhiệm gì trong quản lý về an toàn lao động trong quá trình
thi công xây dựng công trình?
a. Giám sát việc thực hiện của nhà thầu tuân thủ các biện pháp thi công và biện
pháp đảm bảo an toàn đã được phê duyệt
b. Giám sát tuân thủ các quy phạm kỹ thuật an toàn trong thi công xây dựng
c. Kiểm tra, xử lý vi phạm, dừng thi công và yêu cầu khắc phục khi nhà thầu vi
phạm các quy định về an toàn trên công trường
d. Tất cả các trách nhiệm nêu tại Điểm a, b, c",D 
106,"Nội dung công việc nào dưới đây thuộc trách nhiệm của chủ đầu tư về quản lý
an toàn lao động trong quá trình thi công xây dựng?
a. Giám sát việc thực hiện của nhà thầu tuân thủ các biện pháp thi công và biện
pháp đảm bảo an toàn đã được phê duyệt
b. Nghiệm thu khối lượng thi công xây dựng
c. Kiểm tra chất lượng các hạng mục thi công xây dựng.
d. Tất cả các trách nhiệm nêu tại Điểm a, b, c",A 
107,"Mua bảo hiểm trong hoạt động xây dựng là một hình thức kiểm soát phòng
ngừa rủi ro theo cách thức nào?
a. Né tránh rủi ro
b. Chuyển dịch rủi ro theo hợp đồng.
c. Chuyển dịch rủi ro.
d. Chấp nhận rủi ro",B 
108,"Trong suất vốn đầu tư do Bộ Xây dựng công bố đã bao gồm các chi phí nào
sau đây:
a. Chưa bao gồm thuế giá trị gia tăng.
b. Đã bao gồm thuế giá trị gia tăng
c. Chưa bao gồm thuế giá trị gia tăng và chi phí dự phòng.
d. Chưa bao gồm thuế giá trị gia tăng nhưng đã có chi phí dự phòng.",B 
109,"Đơn giá xây dựng chi tiết của công trình không được xác định trên cơ sở nào
sau đây?
a. Định mức xây dựng
b. Giá vật tư, vật liệu, cấu kiện xây dựng,
c. Định mức chi phí tư vấn xây dựng
d. Giá nhân công, giá ca máy và thiết bị thi công",C 
110,"Giá xây dựng tổng hợp bộ phận kết cấu công trình do Bộ Xây dựng công bố là:
a. Bao gồm toàn bộ chi phí cần thiết để hoàn thành một đơn vị khối lượng
nhóm, loại công tác xây dựng, đơn vị kết cấu hoặc bộ phận công trình xây
dựng.
b. Là tổng mức đầu tư dự án.
c. Chưa bao gồm thuế giá trị gia tăng
d. Phương án a và b.",A 
111,"Đơn vị nào sau đây chịu trách nhiệm về giá trị đề nghị thanh toán trong hồ sơ
đề nghị thanh toán?
a. Chủ đầu tư hoặc đại diện hợp pháp của chủ đầu tư
b. Cơ quan thanh toán vốn đầu tư
c. Chủ đầu tư và cơ quan thanh toán vốn đầu tư
d. Đơn vị tư vấn lập hồ sơ thanh toán",A 
112,"Nội dung nào sau đây là sai quy định về chi phí tư vấn đầu tư xây dựng đã
được phê duyệt?
a. Là chi phí tối đa để thực hiện công tác tư vấn đầu tư xây dựng
b. Được điều chỉnh khi có thay đổi về đơn giá xây dựng được công bố.
c. Được quản lý thông qua hợp đồng tư vấn xây dựng.
d. Được điều chỉnh khi thay đổi về phạm vi công việc, điều kiện và tiến độ
thực hiện công tác tư vấn đầu tư xây dựng",B 
113,"Các yếu tố nào ảnh hưởng trực tiếp đến quá trình quản lý dự án đầu tư xây
dựng?
a. Yếu tố con người lãnh đạo và quản lý
b. Yếu tố xây dựng, thực hiện kế hoạch và chế độ kiểm soát, báo cáo quá trình
thực hiện
c. Phân định rõ trách nhiệm và mối quan hệ giữa các bên tham gia quản lý và
thực hiện dự án
d. Tất cả các yếu tố nêu tại Điểm a, b, c",D 
114,"Nội dung nào dưới đây không phải là nguồn lực chính để làm căn cứ cho việc
lập tiến độ thi công xây dựng?
a. Lực lượng lao động của nhà thầu
b. Vật liệu chính cung cấp cho từng giai đoạn thi công xây dựng
c. Nhân lực của Ban quản lý dự án
d. Xe-máy, thiết bị thi công cho từng công việc và tổng hợp cho từng giai đoạn",C 
115,"Kế hoạch tổng hợp về an toàn lao động đã được chủ đầu tư chấp thuận có được
điều chỉnh trong quá trình thi công không?
a. Có, nếu kiểm tra thấy kế hoạch đã được lập không đảm bảo an toàn
b. Có, do nhà thầu quyết định nếu thấy cần thiết
c. Có, do chủ đầu tư quyết định nếu thấy cần thiết
d. Không được điều chỉnh",A 
116,"Vì sao chi phí dự phòng đối với dự án đầu tư xây dựng quy mô lớn và phức tạp
thường cao hơn các dự án khác?
a. Do nhiều cơ quan có liên quan nên có nhiều yêu cầu mới đặt ra khiến phải
thay đổi thiết kế trong quá trình thực hiện để đáp ứng, từ đó chi phí phát sinh
tăng lên
b. Do thời gian thực hiện dự án đầu tư xây dựng quy mô lớn và phức tạp
thường dài hơn nên rủi ro nhiều hơn
c. Do sử dụng nhiều chủng loại vật liệu và máy móc thiết bị hơn
d. Tất cả các ý trên đều đúng",B 
117,"Phân tích nào sau đây là phân tích độ nhạy?
a. Đánh giá sự thay đổi của NPV khi giá nguyên vật liệu đầu vào của dự án có
một số thay đổi (tăng, giảm).
b. Đánh giá sự thay đổi của IRR khi giá bán sản phẩm của dự án có một số
thay đổi (tăng, giảm).
c. Đánh giá sự thay đổi của NPV khi giá nguyên vật liệu đầu vào và giá bán
sản phẩm dự án cùng thay đổi (tăng, giảm).
d. Tất cả các phương án trên",D 
118,"Chủ đầu tư tổ chức thực hiện quản lý dự án theo hình thức nào sau đây là
đúng?
a. Chủ đầu tư sử dụng tư cách pháp nhân của mình và bộ máy chuyên môn trực
thuộc có đủ điều kiện, năng lực
b. Chủ đầu tư thuê tổ chức, cá nhân có đủ điều kiện năng lực theo quy định để
quản lý dự án
c. Thực hiện theo cách a hoặc b là đúng
d. Phải thuê ban quản lý dự án chuyên ngành hoặc ban quản lý dự án khu vực",C 
119,"Vốn vay ngắn hạn ngân hàng của dự án là để:
a. Bổ sung vốn lưu động cho dự án
b. Bổ sung vốn cố định cho dự án
c. Mua cổ phiếu của dự án
d. Mua máy móc thiết bị nâng cấp công nghệ cho dự án",A 
120,"Hồ sơ đề nghị cấp giấy phép xây dựng gồm các tài liệu nào?
a. Các văn bản, giấy tờ, bản vẽ thiết kế trong hồ sơ đề nghị cấp phép xây dựng
là bản chính hoặc bản sao có chứng thực hoặc bản sao điện tử
b. Toàn bộ tài liệu trong hồ sơ đề nghị cấp phép xây dựng phải là bản gốc hoặc
chính
c. Các quyết định phải là bản chính, các tài liệukhác trong hồ sơ đề nghị cấp
phép xây dựng là bản sao điện tử
d. Các nội dung trên đều đúng",A 
121,"Tiến độ thực hiện của dự án không thể hiện theo sơ đồ nào dưới đây?
a. Sơ đồ ngang
b. Sơ đồ đứng
c. Sơ đồ xiên
d. Sơ đồ mạng",B 
122,"Trong các chỉ tiêu sau, chỉ tiêu nào là giá xây dựng tổng hợp bộ phận kết cấu
công trình?
a. 300 triệu đồng/ dầm bê tông cốt thép dự ứng lực mác 40Mpa, dầm I, dài
18m.
b. 54 triệu đồng/cháu mẫu giáo khi quy mô đầu tư xây dựng nhà trẻ 75 < số
cháu ≤ 125.
c. Cả hai phương án a và b.
d. Không có chỉ tiêu nào là giá xây dựng tổng hợp bộ phận kết cấu công trình.",A 
123,"Trong quá trình quản lý thực hiện dự án, phát hiện thấy tem hiệu chuẩn của
thiết bị thí nghiệm - thử nghiệm đã hết hiệu lực thì giám đốc quản lý dự án xử
lý thế nào?
a. Không có ý kiến gì, vì thiết bị đã được kiểm tra trước khi chấp thuận cho
phòng thí nghiệm hoạt động của dự án.
b. Tiếp tục cho làm thí nghiệm, yêu cầu kiểm tra hiệu chuẩn bổ sung.
c. Đình chỉ thí nghiệm, yêu cầu phòng thí nghiệm mời đơn vị có chức năng đến
kiểm tra, hiệu chỉnh lại.
d. Không có xử lý gì vì các phép thử trước đây cũng đã tiến hành trên chính
thiết bị ấy.",C 
124,"Nghiệm thu thang máy điện và thang máy thủy lực đủ điều kiện vận hành an
toàn phải thực hiện theo trình tự nào dưới đây?
a. Thử động ở 100% tải định mức - Thử động ở 125% tải định mức - Kiểm tra
tổng thể;
b. Thử động ở 125% tải định mức - Thử động ở 100% tải định mức - Kiểm tra
tổng thể;
c. Kiểm tra tổng thể - Thử động ở 100% tải định mức - Thử động ở 125% tải
định mức;
d. Kiểm tra tổng thể - Thử động ở 125% tải định mức - Thử động ở 100% tải
định mức.",C 
125,"Nghiệm thu chạy thử không tải thiết bị công nghệ để làm gì?
a. Đánh giá chất lượng lắp đặt;
b. Đánh giá tình trạng thiết bị khi chạy không tải;
c. Phát hiện và loại trừ sai sót;
d. Cả ba phương án a, b và c.",D 
126,"Nghiệm thu chạy thử không tải chỉ được đánh giá là đạt khi nào?
a. Đã chạy thử liên tục theo quy định;
b. Thông số dây chuyền phù hợp với thiết kế và công nghệ;
c. Không xẩy ra sự cố kỹ thuật đáng kể;
d. Cả ba yếu tố nêu tại a, b và c.",D 
127,"Nội dung quyết định phê duyệt thiết kế xây dựng triển khai sau thiết kế cơ sở
của chủ đầu tư , gồm các nội dung chủ yếu nào sau đây?
a. Người phê duyệt; Tên công trình hoặc bộ phận công trình
b. Tên dự án; Loại và cấp công trình
c. Địa điểm xây dựng;Thời hạn sử dụng theo thiết kế của công trình;
d. Bao gồm tất cả các nội dung ở trên",D 
128,"Ban quản lý dự án chuyên ngành, Ban quản lý dự án khu vực được thực hiện tư
vấn quản lý dự án hoặc thực hiện một số công việc tư vấn cho các dự án khác,
trong trường hợp nào sau đây?
a. Bảo đảm hoàn thành nhiệm vụ quản lý dự án được giao và đáp ứng yêu cầu
về điều kiện năng lực theo quy định khi thực hiện công việc tư vấn
b. Bảo đảm hoàn thành nhiệm vụ quản lý dự án được giao, không cần xét đến
điều kiện năng lực khi thực hiện công tác tư vấn
c. Khi có chủ đầu tư thuê và không cần phải xét đến điều kiện năng lực của tổ
chức cũng như cá nhân thực hiện
d. Đáp ứng một trong các trường hợp ở trên",A 
129,"Trong quá trình triển khai thực hiện dự án, việc kiểm tra thực hiện tiến độ các
công việc bằng cách nào?
a. Kiểm tra kết quả thực hiện so với tiến độ chi tiết đã được chủ đầu tư phê
duyệt
b. Kiểm tra thường xuyên qua báo cáo, thống kê.
c. Kiểm tra đột xuất trên sơ đồ tiến độ tại thời điểm kiểm tra (tính theo tỷ lệ
thực hiện)
d. Tất cả các cách nêu tại điểm a, b, c",D 
130,"Bộ phận điều hành dự án của chủ đầu tư có trách nhiệm gì trong quản lý về an
toàn lao động trong quá trình thi công xây dựng công trình?
a. Giám sát việc thực hiện của nhà thầu tuân thủ các biện pháp thi công và biện
pháp đảm bảo an toàn đã được phê duyệt
b. Giám sát tuân thủ các quy phạm kỹ thuật an toàn trong thi công xây dựng
c. Kiểm tra, báo cáo chủ đầu tư xử lý vi phạm, dừng thi công và yêu cầu khắc
phục khi nhà thầu vi phạm các quy định về an toàn trên công trường
d. Tất cả các trách nhiệm nêu tại điểm a, b, c",D 
131,"Khi nào cần phải tiến hành quan trắc biến dạng (lún, chuyển dịch ngang) trong
thi công xây dựng công trình?
a. Trong toàn bộ quá trình xây dựng
b. Khi có quy định trong thiết kế được duyệt
c. Khi Tư vấn giám sát yêu cầu
d. Khi công trình có sự cố",A 
132,"Thang máy điện nào bắt buộc phải có giấy chứng nhận hợp quy?
a. Thang máy PCCC;
b. Thang máy tải hàng và băng ca;
c. Thang máy tải khách;
d. Các thang máy tại cả 3 phương án a, b và c.",D 
133,"Nghiệm thu thiết bị công nghệ gồm các nội dung nào dưới đây?
a. Nghiệm thu tĩnh;
b. Nghiệm thu chạy thử không tải;
c. Nghiệm thu chạy thử có tải;
d. Thực hiện cả ba nội dung trên.",D 
134,"Việc khai báo, điều tra, báo cáo và giải quyết sự cố mất an toàn lao động trong
thi công xây dựng công trình được thực hiện theo quy định nào?
a. Luật Xây dựng 50/2014/QH13 và Luật 62/2020/QH14.
b. Nghị định 06/2021/NĐ-CP về quản lý chất lượng, thi công xây dựng và bảo
trì công trình xây dựng
c. Luật An toàn, Vệ sinh lao động và các văn bản hướng dẫn
d. Các văn bản quy định tại điểm a, b, c",D 
135,"Để chuẩn bị cho công tác hoàn thiện cần phải thực hiện những công tác gì?
a. Phải thi công xong các việc làm dưới lớp hoàn thiện như điện, nước
b. Phải lập biên bản nghiệm thu đảm bảo điều kiện để thi công hoàn thiện
c. Phải chỉnh độ cao các lớp nằm dưới lớp hoàn thiện
d. Phải lập biên bản cho các việc đã làm xong",B 
136,"Các chi phí nào sau đây không được đưa vào quyết toán hợp đồng xây dựng?
a. Các chi phí thiệt hại xảy ra trong quá trình đầu tư xây dựng thuộc trách
nhiệm của bảo hiểm.
a. Các chi phí thiệt hại xảy ra trong quá trình đầu tư xây dựng thuộc trách
nhiệm của bảo hiểm.
b. Chi phí cho khối lượng hoàn thành của các cấu kiện đúc sẵn.
c. Chi phí thiệt hại do nguyên nhân bất khả kháng theo quy định của pháp luật.
d. Tất cả các phương án trên.",A 
137,"Thành phần cấp phối của bê tông được xác định bằng phương pháp nào trước
khi thi công xây dựng
a. Dựa trên loại, cấp bê tông được quy định trong thiết kế
b. Dựa trên cơ sở thiết kế công thức trộn.
c. Dựa trên thí nghiệm trong phòng với vật liệu dự kiến sẽ sử dụng.
d. Thực hiện tất cả các bước nêu tại phương án a, b và c",D 
138,"Công tác giám sát lắp đặt thiết bị công nghệ được thực hiện khi nào?
a. Giám sát trước lắp đặt;
b. Giám sát quá trình lắp đặt;
c. Giám sát quá trình thử nghiệm và nghiệm thu;
d. Cả ba nội dung nêu tại a, b và c.",D 
139,"Khi giám sát chạy thử thiết bị công nghệ cần thực hiện công việc kiểm tra nào
dưới đây?
a. Kiểm tra tổng thể thiết bị trước khi chạy thử;
b. Kiểm tra quy trình, tiêu chuẩn áp dụng, trình tự chạy thử;
c. Kiểm tra lệnh chạy thử
d. Tất cả các nội dung nêu tại a, b và c.",D 
