stt,question,answer
65,"Nội dung Thiết kế đô thị trong đồ án quy hoạch chung bao gồm nội dung nào
dưới đây?
a. Xác định tầng cao xây dựng cho từng công trình.
b. Xác định màu sắc, vật liệu của các công trình.
c. Xác định hình thức, chi tiết kiến trúc của các công trình và các vật thể kiến
trúc khác.
d. Xác định các vùng kiến trúc, cảnh quan trong đô thị.",D 
66,"Nội dung Thiết kế đô thị trong đồ án quy hoạch chi tiết bao gồm nội dung nào?
a. Đề xuất tổ chức không gian trong các khu trung tâm, khu vực cửa ngõ đô thị.
b. Đề xuất cảnh quan đô thị dọc các trục đường chính, khu trung tâm.
c. Xác định tầng cao, khoảng lùi, hình khối, mầu sắc, hình thức kiến trúc chủ
đạo của các công trình kiến trúc.
d. Đề xuất các trục không gian chính, quảng trường lớn.",C 
67,"Đối với mặt nước nằm trong khuôn viên các công viên, vườn hoa; chỉ tiêu mặt
nước khi quy đổi ra chỉ tiêu đất cây xanh/người không chiếm quá bao nhiêu %
so với tổng chỉ tiêu diện tích đất cây xanh sử dụng công cộng ngoài đơn vị ở?
a. 40%
b. 50%
c. 60%
d. 70%",B 
68,"Hướng dẫn Đánh giá Môi trường chiến lược (ĐMC) áp dụng cho những loại đồ
án Quy hoạch xây dựng và quy hoạch đô thị nào?
a. Đồ án quy hoạch xây dựng vùng, quy hoạch chung
b. Đồ án quy hoạch phân khu, quy hoạch chi tiết, quy hoạch xây dựng điểm
dân cư nông thôn
c. Đồ án quy hoạch chuyên ngành hạ tầng kỹ thuật
d. Cả 3 phương án trên",D 
69,"Các cá nhân chủ trì thực hiện Đánh giá Môi trường chiến lược (ĐMC) hoặc
thẩm định báo cáo ĐMC cho đồ án quy hoạch xây dựng phải có trình độ đại
học trở lên về chuyên ngành quy hoạch xây dựng hoặc hạ tầng kỹ thuật và ít
nhất bao nhiêu năm hoạt động trong lĩnh vực quy hoạch xây dựng, bảo vệ môi
trường hoặc chuyên ngành môi trường?
a. 2 năm
b. 3 năm
c. 5 năm
d. 10 năm",C 
70,"Công trình dịch vụ y tế nào thuộc cấp phục vụ của đơn vị ở đơn vị nào sau
đây?
a. Nhà hộ sinh
b. Trạm y tế
c. Bệnh viện đa khoa
d. Phòng khám đa khoa",B 
71,"Công trình dịch vụ giáo dục nào không thuộc cấp phục vụ của đơn vị nào?
a. Trường mẫu giáo
b. Trường tiểu học
c. Trường trung học cơ sở
d. Trường trung học phổ thông",D 
72,"Các công trình dịch vụ đô thị phục vụ trong đơn vị ở (trường học, chợ…) đối
với khu vực có địa hình không phức tạp cần đảm bảo bán kính phục vụ không
quá bao nhiêu m?
a. 250m
b. 300m
c. 500m
d. 1000m",C 
73,"Các công trình dịch vụ đô thị phục vụ trong đơn vị ở (trường học, chợ…) đối
với khu vực có địa hình phức tạp cần đảm bảo bán kính phục vụ không quá bao
nhiêu?
a. 300m
b. 500m
c. 800m
d. 1000m",D 
74,"Chỉ tiêu đất đơn vị ở trung bình của toàn đô thị tối đa là bao nhiêu?
a. 45 m2/người
b. 50 m2/người
c. 55 m2/người
d. 60 m2/người",B 
75,"Chỉ tiêu đất đơn vị ở tối thiểu là bao nhiêu?
a. 8 m2/người
b. 10 m2/người
c. 12 m2/người
d. 15 m2/người",A 
76,"Chỉ tiêu công trình giáo dục mầm non và phổ thông cơ sở trong đơn vị ở phải
đạt tối thiểu là bao nhiêu?
a. 2,5 m2/người
b. 2,7 m2/người
c. 3,0 m2/người
d. 3,2 m2/người",B 
77,"Đối với các khu ở phục vụ đối tượng có thu nhập thấp, các đối tượng nhà ở xã
hội, chỉ tiêu quy hoạch sử dụng các loại đất trong đơn vị ở phải đạt tối thiểu
bao nhiêu phần trăm so với các quy định?
a. 85%
b. 80%
c. 70%
d. 60%",C 
78,"Tính toán tỷ lệ số chỗ của Mẫu giáo/Tiểu học/Trung học cơ sở theo tỷ lệ dân số
lần lượt là bao nhiêu chỗ /1000 người dân?
a. 50/65/55 (chỗ)
b. 60/55/45 (chỗ)
c. 65/60/50 (chỗ)
d. 50/65/55 (chỗ)",A 
79,"Chỉ tiêu tính toán đất giáo dục trong đơn vị ở tối thiểu là bao nhiêu m2/chỗ
(mẫu giáo, học sinh)?
a. 10 m2/chỗ
b. 15 m2/chỗ
c. 20 m2/chỗ
d. 25 m2/chỗ",B 
80,"Đối với khu vực đô thị có quy mô dân số bằng bao nhiêu người thì phải bố trí
một trường trung học phổ thông?
a. 15.000 người
b. 20.000 người
c. 25.000 người
d. 30.000 người",B 
81,"Mật độ xây dựng thuần (net-tô) tối đa của nhóm nhà nhóm nhà chung cư đối
với lô đất có diện tích nhỏ hơn 3000m2 và chiều cao công trình xây dựng trên
mặt đất lớn hơn 46m là bao nhiêu %?
a. 50%
b. 60%
c. 75%
d. 80%",C 
82,"Mật độ xây dựng thuần (net-tô) tối đa của nhóm nhà dịch vụ đô thị và nhà sử
dụng hỗn hợp đối với lô đất có diện tích nhỏ hơn 3000m2 và chiều cao công
trình xây dựng trên mặt đất lớn hơn 46m là bao nhiêu %?
a. 50%
b. 60%
c. 70%
d. 80%",D 
83,"Dải cách ly vệ sinh trong khu công nghiệp, tỷ lệ diện tích đất tối đa có thể được
sử dụng để bố trí bãi đỗ xe, trạm bơm, trạm xử lý nước thải, trạm trung chuyển
chất thải rắn là bao nhiêu %?
a. 30%
b. 40%
c. 50%
d. 60%",B 
84,"Trong dải cách ly vệ sinh trong khu công nghiệp, tỷ lệ diện tích đất tối thiểu
phải được trồng cây xanh là bao nhiêu %?
a. 30%
b. 40%
c. 50%
d. 60%",C 
85,"Mỗi đơn vị ở xây dựng mới phải có tối thiểu một công trình vườn hoa phục vụ
chung cho toàn đơn vị ở với quy mô tối thiểu là bao nhiêu m2?
a. 2.000m2
b. 3.000m2
c. 5.000m2
d. 10.000m2",C 
86,"Bán kính phục vụ của vườn hoa, sân chơi trong các nhóm nhà ở (tính theo
đường tiếp cận thực tế gần nhất) là bao nhiêu m?
a. 250m
b. 300m
c. 400m
d. 500m",B 
87,"Mật độ xây dựng gộp (Brut-to) tối đa trong toàn khu công nghiệp - tiểu thủ
công nghiệp là bao nhiêu?
a. 30
b. 40
c. 50
d. 60",C 
88,"Chỉ tiêu đất cây xanh sử dụng công cộng trong đơn vị ở tối thiểu là bao nhiêu?
a. 2m2/người, (trong đó đất cây xanh trong nhóm nhà ở tối thiểu phải đạt
1m2/người)
b. 3m2/người, (trong đó đất cây xanh trong nhóm nhà ở tối thiểu phải đạt
1m2/người)
c. 4m2/người, (trong đó đất cây xanh trong nhóm nhà ở tối thiểu phải đạt
2m2/người)
d. 5m2/người, (trong đó đất cây xanh trong nhóm nhà ở tối thiểu phải đạt
2m2/người)",A 
89,"Mật độ xây dựng gộp (brut-tô) tối đa của các khu công viên công cộng là bao
nhiêu %?
a. 2%
b. 3%
c. 5%
d. 10%",C 
90,"Chỉ tiêu diện tích đất cây xanh sử dụng công cộng ngoài đơn vị ở trong đô thị
loại đặc biệt tối thiểu là bao nhiêu?
a. 7 m2/người
b. 6 m2/người
c. 5 m2/người
d. 4 m2/người",A 
91,"Chỉ tiêu diện tích đất cây xanh sử dụng công cộng ngoài đơn vị ở trong đô thị
loại I và II tối thiểu là bao nhiêu?
a. 7 m2/người
b. 6 m2/người
c. 5 m2/người
d. 4 m2/người",B 
92,"Chỉ tiêu diện tích đất cây xanh sử dụng công cộng ngoài đơn vị ở trong đô thị
loại III và IV tối thiểu là bao nhiêu?
a. 7 m2/người
b. 6 m2/người
c. 5 m2/người
d. 4 m2/người",C 
93,"Chỉ tiêu diện tích đất cây xanh sử dụng công cộng ngoài đơn vị ở trong đô thị
loại V tối thiểu là bao nhiêu?
a. 7 m2/người
b. 6 m2/người
c. 5 m2/người
d. 4 m2/người",D 
94,"Lộ giới đường giao thông trong nhóm nhà ở hiện trạng cải tạo phải đảm bảo tối
thiểu bao nhiêu m?
a. 3,0m
b. 3,5m
c. 4,0m
d. 4,5m",C 
95,"Quy hoạch cải tạo các khu vực cũ trong đô thị cần đảm bảo đường cụt một làn
xe dài tối đa bao nhiêu m?
a. 100m
b. 120m
c. 125m
d. 150m",D 
96,"Đối với các khu vực cũ trong đô thị, bán kính phục vụ của các công trình công
cộng được phép tăng không quá bao nhiêu % so với các quy định về bán kính
phục vụ đối với các khu quy hoạch mới?
a. 70%
b. 80%
c. 100%
d. 120%",C 
97,"Mật độ xây dựng net-tô tối đa của các công trình công cộng như giáo dục, y tế,
văn hóa, chợ trong các khu vực quy hoạch cải tạo là bao nhiêu %?
a. 40%
b. 50%
c. 60%
d. 70%",C 
98,"Quy hoạch và mở rộng các điểm dân cư nông thôn cần hạn chế sử dụng loại
đất nào?
a. Đất canh tác
b. Đất đồi núi gò bãi
c. Đất có năng suất trồng trọt kém
d. Cả ba phương án trên",A 
99,"Có bao nhiêu khu chức năng chính trong điểm dân cư nông thôn?
a. 3 khu
b. 4 khu
c. 5 khu
d. 6 khu",C 
100,"Cải tạo các điểm dân cư cũ là:
a. Tổ chức, điều chỉnh các khu chức năng, nâng cao chất lượng và tiện nghi
phục vụ
b. Tổ chức lại hoặc điều chỉnh bổ sung mạng lưới hạ tầng kỹ thuật
c. Tăng diện tích cây xanh và cải thiện điều kiện vệ sinh môi trường
d. Cả ba phương án trên",D 
101,"Mỗi xã cần được quy hoạch ít nhất bao nhiêu khu trung tâm?
a. Không nhất thiết phải có khu trung tâm
b. 1 khu trung tâm
c. 2 khu trung tâm
d. 1 khu trung tâm chính và một khu trung tâm phụ",B 
102,"Hệ thống cây xanh trong điểm dân cư nông thôn là gì?
a. Cây xanh vườn hoa công cộng
b. Các vườn cây tập trung (vườn cây kinh tế, cây ăn quả, cây thuốc, vườn ươm)
c. Cây xanh cách ly
d. Cả ba phương án trên",D 
103,"Các khu chăn nuôi, sản xuất nông nghiệp và tiểu thủ công nghiệp cần được quy
hoạch với cự ly bao nhiêu m?
a. 500m
b. 1000m
c. 1500m
d. Đảm bảo yêu cầu về khoảng cách ly vệ sinh, đảm bảo phòng chống dịch
bệnh",D 
104,"Nội dung Thiết kế đô thị trong đồ án quy hoạch chung bao gồm nội dung nào
sau đây?
a. Xác định các vùng kiến trúc cảnh quan trong đô thị.
b. Đề xuất tổ chức không gian trong các khu trung tâm, khu vực cửa ngõ đô
thị.
c. Đề xuất trục không gian chính, quảng trường lớn, không gian cây xanh, mặt
nước và điểm nhấn trong đô thị.
d. Tất cả các nội dung trên.",D 
105,"Nội dung Thiết kế đô thị trong đồ án quy hoạch phân khu bao gồm việc xác
định:
a. Chỉ tiêu khống chế về khoảng lùi.
b. Cảnh quan đô thị dọc các trục đường chính, khu trung tâm.
c. Các khu vực không gian mở, các công trình điểm nhấn và từng ô phố cho
khu vực thiết kế.
d. Tất cả các nội dung trên.",D 
106,"Nội dung Thiết kế đô thị của đồ án thiết kế đô thị riêng bao gồm?
a. Xác định tầng cao xây dựng cho từng công trình, khoảng lùi của công trình
trên từng đường phố và ngã phố.
b. Xác định mầu sắc, vật liệu, hình thức, chi tiết kiến trúc của các công trình và
các vật thể kiến trúc khác.
c. Tổ chức cây xanh công cộng, sân vườn, cây xanh đường phố và mặt nước.
d. Tất cả các nội dung trên.",D 
107,"Hệ thống cây xanh đô thị gồm có bao nhiêu nhóm chính?
a. 2 nhóm
b. 3 nhóm
c. 4 nhóm
d. 5 nhóm",B 
108,"Chỉ tiêu diện tích đất cây xanh sử dụng công cộng ngoài đơn vị ở trong các đô
thị đối với đô thị loại đặc biệt là bao nhiêu?
a. ≥5 m2/người
b. ≥6 m2/người
c. ≥7 m2/người
d. ≥8 m2/người",C 
109,"Đánh giá Môi trường Chiến lược (ĐMC) là một nội dung của đồ án quy hoạch
xây dựng, được thực hiện khi nào trong quá trình lập đồ án quy hoạch xây
dựng?
a. Thực hiện trước khi lập đồ án quy hoạch xây dựng
b. Thực hiện đồng thời trong quá trình lập đồ án quy hoạch xây dựng
c. Thực hiện sau khi lập đồ án quy hoạch xây dựng
d. Được thực hiện riêng biệt, độc lập với đồ án quy hoạch xây dựng",B 
110,"Trong Báo cáo Đánh giá Môi trường chiến lược của các đồ án quy hoạch xây
dựng, số lượng bản vẽ ít nhất kèm theo hồ sơ là bao nhiêu bản vẽ?
a. Ít nhất 01 bản vẽ
b. Ít nhất 02 bản vẽ
c. Ít nhất 03 bản vẽ
d. d. Ít nhất trên 05 bản vẽ",B 
111,"Việc thẩm định nội dung của Đánh giá Môi trường chiến lược (ĐMC) trong
các đồ án Quy hoạch xây dựng được tiến hành khi nào?
a. Tiến hành trước khi thẩm định đồ án Quy hoạch xây dựng
b. Tiến hành đồng thời với việc thẩm định đồ án quy hoạch xây dựng
c. Sau khi thẩm định đồ án Quy hoạch xây dựng sẽ tiến hành thẩm định nội
dung của ĐMC
d. Thẩm định nội dung ĐMC riêng biệt, không liên quan đến thẩm định đồ án
quy hoạch xây dựng",B 
112,"Quy mô dân số đô thị tối thiểu là bao nhiêu?
a. Tối thiểu 4000 người, vùng núi tối thiểu 2800 người
b. Tối thiểu 5000 người, vùng núi tối thiểu 2800 người
c. Tối thiểu 10 000 người, vùng núi tối thiểu 3200 người
d. Tối thiểu 3000 người",A 
113,"Đô thị gồm các loại nào?
a. Thành phố, thị xã, thị trấn, thị tứ
b. Thành phố, thị xã, thị trấn
c. Thành phố, thị xã, thị trấn, khu đô thị
d. Thành phố, thị xã, thị trấn, quận, phường",B 
114,"Những yêu cầu nào dưới đây phù hợp với yêu cầu của quy hoạch xây dựng
vùng?
a. Xác định được tầm nhìn, viễn cảnh phát triển của toàn vùng; Xác định được
chiến lược phát triển cho các đô thị trong vùng.
b. Xác định được tầm nhìn, viễn cảnh phát triển của toàn vùng; Xác định được
mục tiêu phát triển chiến lược cho toàn vùng.
c. Xác định được tầm nhìn, viễn cảnh không gian vùng.
d. Xác định được viễn cảnh cho các đô thị trong vùng; Xác định được mục tiêu
phát triển chiến lược cho toàn vùng.",B 
115,"Những yêu cầu nào dưới đây phù hợp với yêu cầu của quy hoạch chung xây
dựng đô thị?
a. Xác định được viễn cảnh phát triển đô thị (tầm nhìn); Xác định được các
chiến lược phát triển đô thị chính; Đề xuất được cấu trúc tổng thể phát triển
không gian đô thị.
b. Xác định được viễn cảnh phát triển toàn vùng; Xác định được các chiến lược
phát triển đô thị chính; Đề xuất được cấu trúc tổng thể phát triển không gian đô
thị.
c. Xác định được các chiến lược phát triển cho toàn vùng; Đề xuất được cấu
trúc tổng thể phát triển không gian đô thị.
d. Xác định được cấu trúc tổ chức không gian cho từng khu vực chức năng đô
thị; Đề xuất được các giải pháp chi tiết Thiết kế đô thị.",A 
116,"Hạ tầng kỹ thuật đô thị bao gồm các hệ thống chính nào dưới đây?
a. Hệ thống giao thông, hệ thống cung cấp năng lượng, hệ thống chiếu sáng
công cộng, hệ thống cấp thoát nước, hệ thống quản lý các chất thải, vệ sinh
môi trường, hệ thống cây xanh công viên.
b. Công trình giao thông, thông tin liên lạc, cung cấp năng lượng, chiếu sáng
công cộng, cấp nước, thu gom và xử lý nước thải, chất thải rắn, nghĩa trang và
công trình khác.
c. Hệ thống giao thông, hệ thống công trình y tế, hệ thống chiếu sáng công
cộng và chiếu sáng nghệ thuật công trình, hệ thống cấp thoát nước, hệ thống
quản lý các chất thải, vệ sinh môi trường, hệ thống nghĩa trang.
d. Hệ thống giao thông, hệ thống cung cấp năng lượng, hệ thống chiếu sáng
công cộng, hệ thống cấp thoát nước, hệ thống quản lý các chất thải, vệ sinh
môi trường, không kể nghĩa trang.",B 
117,"Quy mô dân số của đơn vị ở là bao nhiêu?
a. Tối đa là 25.000 người, tối thiểu là 4000 người (đô thị miền núi là 2800
người).
b. Tối đa là 20.000 người, tối thiểu là 4000 người (đô thị miền núi là 2800
người).
c. Tối đa là 25.000 người, tối thiểu là 5000 người (đô thị miền núi là 2800
người).
d. Tối đa là 20.000 người, tối thiểu là 5000 người",B 
118,"Các công trình dịch vụ công cộng cấp đơn vị ở gồm những công trình chủ yếu
nào?
a. Nhà trẻ, mẫu giáo, trường tiểu học, trung học cơ sở, chợ, bệnh viện, trung
tâm thể dục thể thao, điểm sinh hoạt văn hóa.
b. Nhà trẻ, mẫu giáo, trường tiểu học, trung học cơ sở, chợ, bến xe, trạm y tế,
nhà thi đấu, điểm sinh hoạt văn hóa.
c. Nhà trẻ, mẫu giáo, trường tiểu học, trung học cơ sở, chợ, trạm y tế, trung tâm
thể dục thể thao, điểm sinh hoạt văn hóa.
d. Nhà trẻ, mẫu giáo, trường dạy nghề, trung học cơ sở, chợ, trạm y tế, trung
tâm thể dục thể thao, điểm sinh hoạt văn hóa.",C 
119,"Nhóm nhà ở chung cư gồm những thành phần nào?
a. Diện tích chiếm đất của bản thân các khối nhà chung cư, diện tích sân đường
và sân chơi nội bộ nhóm nhà ở, bãi đỗ xe nội bộ và sân vườn trong nhóm nhà
ở, nhà trẻ mẫu giáo.
b. Diện tích chiếm đất của bản thân các khối nhà chung cư, diện tích sân đường
và sân chơi nội bộ nhóm nhà ở, bãi đỗ xe nội bộ và sân vườn trong nhóm nhà
ở.
c. Diện tích chiếm đất của bản thân các khối nhà chung cư, diện tích sân đường
và sân chơi nội bộ nhóm nhà ở, chợ và công trình dịch vụ.
d. Diện tích chiếm đất của bản thân các khối nhà chung cư, bãi đỗ xe nội bộ,
không kể sân vườn trong nhóm nhà ở.",B 
120,"Nhóm nhà ở liên kế, nhà ở riêng lẻ bao gồm những thành phần nào?
a. Diện tích lô đất xây dựng nhà ở của các hộ gia đình (đất ở), diện tích lô đất
xây dựng công trình thương mại dịch vụ trong nhóm nhà.
b. Chỉ bao gồm diện tích lô đất xây dựng nhà ở của các hộ gia đình (đất ở).
c. Diện tích lô đất xây dựng nhà ở của các hộ gia đình (đất ở), diện tích đường
nhóm nhà ở (đường giao thông chung dẫn đến các lô đất của các hộ gia đình),
không kể diện tích vườn hoa cây xanh.
d. Diện tích lô đất xây dựng nhà ở của các hộ gia đình (đất ở), diện tích đường
nhóm nhà ở (đường giao thông chung dẫn đến các lô đất của các hộ gia đình),
diện tích vườn hoa, sân chơi nội bộ nhóm nhà ở.",D 
121,"Đất ở trong xây dựng nhà ở liên kế và nhà ở riêng lẻ là gì?
a. Là diện tích trong khuôn viên các lô đất ở, bao gồm diện tích chiếm đất của
các công trình nhà ở liên kế và nhà ở riêng lẻ và sân vườn, đường dẫn riêng
vào nhà ở liên kế hoặc nhà ở riêng lẻ đó, không bao gồm đường giao thông
chung.
b. Là diện tích trong khuôn viên các lô đất ở, bao gồm diện tích chiếm đất của
các công trình nhà ở liên kế và nhà ở riêng lẻ và sân vườn, không bao gồm
đường dẫn riêng vào nhà.
c. Là diện tích trong khuôn viên các lô đất ở, không bao gồm đường giao
thông.
d. Là diện tích trong khuôn viên các lô đất ở, bao gồm diện tích chiếm đất của
các công trình nhà ở liên kế và nhà ở riêng lẻ và sân vườn, đường dẫn riêng
vào nhà ở và đường giao thông chung xung quanh",A 
122,"Những yêu cầu nào dưới đây phù hợp với yêu cầu của quy hoạch chi tiết xây
dựng đô thị tỷ lệ 1/500?
a. Đề xuất được các giải pháp tổ chức không gian quy hoạch kiến trúc cảnh
quan trên mặt đất và không gian xây dựng ngầm;
b. Đề xuất được các giải pháp thiết kế sơ bộ công trình, cảnh quan trên mặt đất
và không gian xây dựng ngầm;
c. Đề xuất được cấu trúc tổng thể phát triển không gian đô thị trên mặt đất và
không gian xây dựng ngầm;
d. Đề xuất được cấu trúc tổ chức không gian toàn đô thị.",A 
123,"Những nội dung về quy hoạch sử dụng đất trong quy hoạch chi tiết xây dựng
đô thị tỷ lệ 1/500 là:
a. Xác định diện tích và chiều cao, hình thức kiến trúc công trình cho từng lô
đất.
b. Xác định diện tích, mật độ xây dựng và chiều cao công trình cho từng lô đất,
xác định quy mô các công trình ngầm
c. Xác định diện tích đất, hệ số sử dụng đất trên từng lô đất, xác định quy mô
các công trình ngầm
d. Xác định diện tích, chiều cao, hình thái công trình cho từng lô đất",B 
124,"Đất được lựa chọn để xây dựng đô thị phải đáp ứng những yêu cầu điều kiện tự
nhiên nào dưới đây?
a. Có điều kiện tự nhiên có thể xây dựng công trình cao tầng từ 30 tầng trở lên;
có khả năng khắc phục, không chế hiện tượng sụt lở, cax-tơ, chấn động…
b. Có điều kiện tự nhiên (địa hình, địa chất, thủy văn, khí hậu) thuận lợi để xây
dựng công trình sản xuất; không nằm trong khu vực đất có các hiện tượng mưa
lớn gây ngập lụt hoặc hệ sinh thái nghèo nàn.
c. Có điều kiện tự nhiên (địa hình, địa chất, thủy văn, khí hậu) có thể xây dựng
công trình; không nằm trong khu vực dễ hỏa hoạn, cháy nổ.
d. Có điều kiện tự nhiên (địa hình, địa chất, thủy văn, khí hậu) có thể xây dựng
công trình; không nằm trong khu vực đất có các hiện tượng gậy sụt lở, cax-tơ,
trôi trượt, xói mòn, chấn động…",D 
125,"Các công trình dịch vụ đô thị như nhà trẻ, trường học, bệnh viện cần được bố
trí như thế nào?
a. Các công trình nhà trẻ, trường học, bệnh viện… phải bố trí tiếp giáp đường
giao thông chính cấp đô thị trở lên, đảm bảo có đủ diện tích sân vườn, cây
xanh và chỗ đỗ xe.
b. Các công trình nhà trẻ, trường học, bệnh viện… chỉ được bố trí tiếp giáp các
trục đường trong nhóm nhà, đảm bảo có đủ diện tích sân vườn, cây xanh và
chỗ đỗ xe.
c. Các công trình nhà trẻ, trường học, bệnh viện… không bố trí tiếp giáp các
trục đường cấp đô thị trở lên, đảm bảo có đủ diện tích sân vườn, cây xanh và
chỗ đỗ xe.
d. Các công trình nhà trẻ, trường học, bệnh viện…có thể bố trí tiếp giáp các
trục đường cấp đô thị trở lên với điều kiện đảm bảo có đủ diện tích sân vườn,
cây xanh và chỗ đỗ xe.",C 
126,"Chỉ tiêu diện tích đất cho các công trình trường tiểu học trong đơn vị ở tối
thiểu như thế nào?
a. Chỉ tiêu sử dụng công trình tối thiểu là 50 chỗ/ 1000 người. Chỉ tiêu sử dụng
đất tối thiểu là 15 m2/ 1 chỗ.
b. Chỉ tiêu sử dụng công trình tối thiểu là 80 chỗ/ 1000 người. Chỉ tiêu sử dụng
đất tùy theo chiều cao công trình
c. Chỉ tiêu sử dụng công trình tối thiểu là 50 chỗ/ 1000 người. Chỉ tiêu sử dụng
đất tùy theo phương án thiết kế công trình.
d. Chỉ tiêu sử dụng công trình tối thiểu là 50 chỗ/ 1000 người. Chỉ tiêu sử dụng
đất tối thiểu là 5000 m2/ trường.",A 
127,"Mật độ xây dựng gộp (brut-tô) tối đa cho phép của đơn vị ở là bao nhiêu?
a. Mật độ xây dựng gộp (brut-tô) tối đa cho phép của đơn vị ở là 20%.
b. Mật độ xây dựng gộp (brut-tô) tối đa cho phép của đơn vị ở là 60%.
c. Mật độ xây dựng gộp (brut-tô) tối đa cho phép của đơn vị ở là 90%.
d. Mật độ xây dựng gộp (brut-tô) tối đa cho phép của đơn vị ở là 80%.",B 
128,"Mật độ xây dựng gộp (brut- tô) tối đa của khu công viên công cộng là bao
nhiêu?
a. Mật độ xây dựng gộp (brut- tô) tối đa của khu công viên công cộng là 5%.
b. Mật độ xây dựng gộp (brut- tô) tối đa của khu công viên công cộng là 2%.
c. Mật độ xây dựng gộp (brut- tô) tối đa của khu công viên công cộng là 15%.
d. Mật độ xây dựng gộp (brut- tô) tối đa của khu công viên công cộng là 25%.",A 
129,"Quy định về sử dụng đất đối với các công trình giáo dục trong Quy hoạch cải
tạo các khu vực cũ trong đô thị?
a. Trừ các công trình giáo dục phải đảm bảo chuẩn quốc gia do Bộ giáo dục và
Đào tạo quy định, chỉ tiêu sử dụng đất các loại công trình khác trong các khu
vực quy hoạch cải tạo được giảm và tối thiểu đạt 20% so với các chỉ tiêu sử
dụng đất tương ứng trong các khu vực xây dựng mới.
b. Chỉ tiêu sử dụng đất các loại công trình trong các khu vực quy hoạch cải tạo
giữ nguyên so với các chỉ tiêu sử dụng đất tương ứng trong các khu vực xây
dựng mới.
c. Trừ các công trình giáo dục phải đảm bảo chuẩn quốc gia do Bộ giáo dục và
Đào tạo quy định, chỉ tiêu sử dụng đất các loại công trình khác trong các khu
vực quy hoạch cải tạo được giảm và tối thiểu đạt 50% so với các chỉ tiêu sử
dụng đất tương ứng trong các khu vực xây dựng mới.
d. Chỉ tiêu công trình giáo dục trong các khu vực quy hoạch cải tạo do Bộ giáo
dục và Đào tạo quy định theo mức chuẩn quốc gia.",C 
130,"Trong nội dung Thiết kế đô thị của đồ án quy hoạch chi tiết 1/500 cần đáp ứng
yêu cầu về quản lý kiến trúc đô thị?
a. Có đầy đủ nội dung để quản lý kiến trúc cảnh quan của từng công trình, từng
ô phố, từng tuyến phố và khu vực.
b. Có đầy đủ nội dung để quản lý kiến trúc cảnh quan tổng thể đô thị
c. Có đầy đủ nội dung để quản lý hạ tầng kỹ thuật, môi trường sinh thái của đô
thị và từng công trình, từng ô phố, từng tuyến phố và khu vực.
d. Có đầy đủ nội dung để quản lý kiến trúc cảnh quan của một số công trình.",A 
131,"Trong quy hoạch nông thôn, việc phát triển đất để mở rộng các điểm dân cư
nông thôn phải tuân thủ quy định nào?
a. Hạn chế sử dụng đất canh tác, cần tận dụng đất đồi, núi, gò, bãi, đất có năng
suất trồng trọt kém để xây dựng và mở rộng các điểm dân cư.
b. Không được sử dụng đất canh tác, đặc biệt là đất canh tác nông nghiệp năng
suất cao để xây dựng và mở rộng các điểm dân cư.
c. Chỉ được sử dụng đất đồi, núi, gò, bãi, đất có năng suất trồng trọt kém để
xây dựng và mở rộng các điểm dân cư.
d. Hạn chế mở rộng các điểm dân cư, chỉ tập trung cải tạo trên cơ sở quỹ đất
hiện có.",A 
132,"Những công trình dịch vụ đô thị nào dưới đây không thuộc cấp quản lý đơn vị
ở?
a. Trường tiểu học.
b. Bệnh viện đa khoa
c. Trường mẫu giáo
d. Trạm y tế",B 
133,"Đường giao thông chính của đô thị có được xuyên cắt qua đơn vị ở không?
a. Không
b. Có
c. Có thể, tùy trường hợp
d. Được xuyên qua nếu hạn chế tốc độ",A 
134,"Bán kính phục vụ của công trình dịch vụ cấp I và vườn hoa sân chơi trong đơn
vị ở là bao nhiêu?
a. ≤ 500 m
b. ≤ 300 m
c. ≤ 1000m
d. Không yêu cầu cụ thể",A 
135,"Chỉ giới xây dựng là gì?
a. Là đường giới hạn cho phép xây dựng nhà, công trình trên lô đất
b. Là đường giới hạn cho phép xây dựng tường rào của lô đất
c. Là đường giới hạn cho phép xây dựng nhà, công trình, công trình kỹ thuật
ngầm.
d. Là đường giới hạn cho phép xây dựng nhà, trồng cây xanh, tường rào",A 
136,"Đất ở trong lô đất xây dựng nhà chung cư là gì?
a. Là diện tích chiếm đất của các công trình nhà ở chung cư.
b. Là diện tích chiếm đất của các công trình nhà ở chung cư và sân vườn trên lô
đất
c. Là diện tích chiếm đất của các công trình nhà ở chung cư và đường giao
thông xung quanh
d. Là diện tích chiếm đất của các công trình nhà ở chung cư và sân vườn,
đường giao thông, công trình kỹ thuật trên lô đất",A 
137,"Chỉ giới đường đỏ là gì?
a. Là đường ranh giới phân định giữa phần lô đất để xây dựng công trình và
phần đất còn lại.
b. Là đường ranh giới phân định giữa phần lô đất để xây dựng công trình và
phần đất dành cho đường giao thông hoặc các công trình hạ tầng kỹ thuật.
c. Là đường ranh giới phân định phạm vi để xây dựng công trình và phần đất
dành cho đường giao thông hoặc các công trình hạ tầng kỹ thuật.
d. Là đường ranh giới phân định phạm vi sử dụng đất của công trình giao thông
và công trình khác.",B 
