stt,question,answer
73,"Các nhóm vật liệu sau khi nghiệm thu đưa vào sử dụng trong công trình bắt
buộc phải có giấy chứng nhận hợp quy và công bố hợp quy:
a. Kính xây dựng.
b. Gạch, đá ốp lát.
c. Cửa sổ, cửa đi.
d. Các câu trên đều đúng.",D 
74,"Kiểm tra nghiệm thu lớp nền trước khi thực hiện công tác lát cần đảm bảo yêu
cầu:
a. Mặt lớp nền phải sạch, phẳng, chắc chắn, ổn định, có độ bám dính với vật
liệu gắn kết.
b. Cao độ phù hợp với vật liệu lát phủ bên trên. Độ dốc lớp nền theo yêu cầu
kỹ thuật.
c. Các bộ phận bị che khuất (chi tiết chôn sẵn, chống thấm, hệ thống kỹ
thuật...) phải được nghiệm thu.
d. Các câu trên đều đúng.",D 
75,"Kiểm tra giám sát gắn các mốc cao độ lát chuẩn đối với phòng có diện tích lớn
như sau:
a. Có ít nhất 4 mốc tại 4 góc phòng.
b. Gắn mốc theo lưới ô vuông, khoảng cách giữa các mốc không quá 3m.
c. Gắn mốc theo lưới ô vuông, khoảng cách giữa các mốc không quá 4m.
d. Không cần gắn mốc, chỉ cần dùng dây căng hoặc thước ni vô kiểm tra
thường xuyên.",B 
76,"Kiểm tra công tác bảo dưỡng mặt lát ở ngoài trời, có vật liệu gắn kết là vữa,
được yêu cầu như sau:
a. Khi thời tiết nắng nóng: Tưới nước giữ ẩm trong 5 ngày.
b. Phủ lên mặt lát vật liệu chống ẩm từ 1 đến 3 ngày.
c. Phải có biện pháp che nắng và mưa xối trong 1 đến 3 ngày.
d. Không cần bảo dưỡng.",C 
77,"Khi kiểm tra độ đặc chắc và độ bám dính của vật liệu gạch lát, vật liệu láng với
lớp nền, nếu đạt yêu cầu như sau sẽ được nghiệm thu:
a. Khi đi thử lên trên, mặt lát hay láng không rung, không có tiếng kêu.
b. Không có biểu hiện trượt.
c. Mặt lát không bị phồng.
d. Dùng thanh gỗ gõ nhẹ lên bề mặt, tiếng gõ phải chắc đều ở mọi điểm, không
có tiếng bộp.",D 
78,"Kiểm tra nghiệm thu chất lượng trát bao gồm các chỉ tiêu chính như sau:
a. Độ phẳng mặt trát.
b. Độ đặc chắc và bám dính của lớp trát với nền trát.
c. Các yêu cầu đặc biệt khác của thiết kế.
d. Tất cả các chỉ tiêu trên.",D 
79,"Kiểm tra chỉ tiêu độ đặc chắc và bám dính của lớp trát với nền trát bằng cách
sau:
a. Gõ nhẹ lên mặt trát, tất cả những chỗ bộp phải phá ra làm lại.
b. Quan sát bằng mắt thường, mặt trát không có vết rạn chân chim, vữa chảy,
vết hằn dụng cụ trát...
c. Sử dụng thiết bị chuyên ngành để thí nghiệm kiểm tra.
d. Kiểm tra theo trình tự thi công, không cần kiểm tra sau khi đã thi công hoàn
thành.",A 
80,"Kiểm tra công tác lắp dựng giàn giáo, ván khuôn để xây tường theo yêu cầu
sau:
a. Không dùng loại giàn giáo chống, dựa vào tường đang xây.
b. Không bắc ván lên tường mới xây.
c. Giàn giáo phải cách tường đang xây ít nhất 5cm.
d. Tất cả các yêu cầu trên.",D 
81,"Kiểm tra giám sát khối xây gạch phải đảm bảo các nguyên tắc kỹ thuật thi công
như sau:
a. Đúng khối lượng được duyệt.
b. Đúng tiến độ thi công được duyệt.
c. Ngang - bằng; Đứng - thẳng; Góc - vuông; Mạch không trùng; Thành một
khối đặc chắc.
d. Các câu trên đều đúng.",C 
82,"Các hàng gạch đặt ngang trong khối xây phải đảm bảo yêu cầu sau:
a. Xây ở hàng đầu tiên (dưới cùng) và hàng sau hết (trên cùng).
b. Xây ở cao trình đỉnh cột, tường.
c. Xây trong các bộ phận nhô ra của kết cấu khối xây (gờ, mái đua…).
d. Tất cả các câu trên đều đúng.",D 
83,"Khi nghiệm thu công tác thi công kết cấu gạch đá, phải kiểm tra một trong
những việc sau:
a. Chiều dày và độ đặc của các mạch vữa liên kết, vị trí các hàng gạch ngang.
b. Việc thi công chính xác các khe lún, khe co giãn.
c. Tài liệu xác định mác vật liệu, bán thành phẩm và sản phẩm được sử dụng.
d. Tất cả các câu trên đều đúng.",D 
84,"Khi lựa chọn dây chuyền công nghệ xử lý nước cấp cho đô thị, bên cạnh các
tiêu chí về thành phần tính chất của nước thô, công suất của trạm cấp nước,
yêu cầu chất lượng nước cấp cho sinh hoạt theo quy định, cần căn cứ vào các
tiêu chí nào khác?
a. Yêu cầu tiết kiệm diện tích.
b. Yêu cầu tiết kiệm diện tích, chi phí đầu tư và vận hành.
c. Yêu cầu tiết kiệm năng lượng.
d. Yêu cầu tiết kiệm diện tích và năng lượng.",C 
85,"Trong dây chuyền công nghệ khử sắt trong nước, khi nào phải sử dụng bể lắng
tiếp xúc?
a. Khi hàm lượng cặn lớn nhất sau làm thoáng nhỏ hơn 15 mg/l
b. Khi hàm lượng cặn lớn nhất sau làm thoáng lớn hơn 15 mg/l
c. Khi hàm lượng cặn lớn nhất sau làm thoáng nhỏ hơn 20 mg/l
d. Khi hàm lượng cặn lớn nhất sau làm thoáng lớn hơn 20 mg/l",D 
86,"Diện tích tối thiểu khu đất xây dựng trạm xử lý nước công suất từ
60.000-120.000 m3/ngđ được dự báo trong quy hoạch cấp nước là bao nhiêu
ha?
a. 3 ha
b. 4 ha
c. 5 ha
d. 6 ha",B 
87,"Trạm bơm cấp I bơm nước mặt có phân đợt xây dựng thì phân đợt như thế
nào?
a. Phần nhà trạm được xây cho từng giai đoạn, phần thiết bị lắp đặt phù hợp
với từng giai đoạn.
b. Phần nhà trạm được xây cho hai giai đoạn ngay từ đợt đầu, phần thiết bị lắp
đặt phù hợp với từng giai đoạn.
c. Phần nhà trạm được xây cho hai giai đoạn ngay từ đợt đầu, phần thiết bị lắp
đặt cho cả hai giai đoạn.
d. Phần nhà trạm xây cho từng giai đoạn, phần thiết bị lắp đặt phù hợp với từng
giai đoạn.",B 
88,"Trong dây chuyền công nghệ xử lý nước cấp, phải bố trí ngăn tách khí khi sử
dụng công trình nào?
a. Bể tạo bông có lớp cặn lơ lửng, bể lắng đứng, bể lắng trong có tầng cặn lơ
lửng,
b. Bể tạo bông kiểu vách ngăn, bể lắng trong có tầng cặn lơ lửng, bể lọc tiếp
xúc,
c. Bể tạo bông có lớp cặn lơ lửng, bể lắng trong có tầng cặn lơ lửng, bể lọc tiếp
xúc
d. Bể tạo bông kiểu vách ngăn, Bể tạo bông có lớp cặn lơ lửng, bể lắng trong
có tầng cặn lơ lửng",C 
89,"Khi khử trùng nước bằng clo hoặc các hợp chất chứa clo trong dây chuyền
công nghệ xử lý nước cấp, hàm lượng clo dư được quy định như thế nào?
a. Lớn hơn 0,5 mg/l trên toàn bộ mạng lưới
b. Lớn hơn 0,5 mg/l ở đầu mạng lưới cấp nước và không nhỏ hơn 0,3 mg/l ở
cuối mạng lưới
c. Nhỏ hơn 0,5 mg/l trên toàn bộ mạng lưới ở đầu mạng lưới cấp nước và
không nhỏ hơn 0,3 mg/l ở cuối mạng lưới
d. Nhỏ hơn 0,5 mg/l trên toàn bộ mạng lưới",C 
90,"Trong trạm định lượng Clo, phải thiết kế hệ thống thông gió cơ khí hoạt động
thường xuyên với số lần thay đổi không khí là bao nhiêu lần trong 1 giờ.
a. 4 lần/h
b. 6 lần/h
c. 10 lần/h
d. 12 lần/h",B 
91,"Độ sâu đặt ống cấp nước dưới đất (tính từ mặt đất đến đỉnh ống) được quy định
như thế nào?
a. Khi D ≤ 300 mm: không nhỏ hơn 0,6 m; khi D > 300 mm: không nhỏ
hơn 1,0 m.
b. Khi D ≤ 300 mm: không nhỏ hơn 0,7 m; khi D > 300 mm: không nhỏ hơn
1,0 m.
c. Khi D ≤ 300 mm: không nhỏ hơn 0,8 m; khi D > 300 mm: không nhỏ hơn
1,0 m.",B 
92,"Trong thiết kế mạng lưới cấp nước đô thị, đối với mạng lưới xây mới hoàn
toàn, áp lực tối thiểu cần thiết tại các điểm nút chính (mạng cấp 1) là bao nhiêu
m?
a. 10 m
b. 12 m
c. 15 m
d. 20 m",C 
93,"Đối với mạng lưới cấp nước đô thị, áp lực tự do trong mạng lưới cấp nước
chữa cháy phải đảm bảo tối thiểu là bao nhiêu m?
a. ≥ 10m
b. ≥12m
c. ≥15m
d. ≥20m",A 
94,"Trạm bơm cấp II bơm nước sạch sử dụng biến tần, trong giờ dùng nước ít, số
vòng quay của máy bơm không được giảm đến dưới bao nhiêu % số vòng quay
định mức
a. 40%
b. 50%
c. 60%
d. 70%",B 
95,"Sắp xếp thứ tự các công trình chính của hệ thống cấp nước cho đúng:
a. Khai thác, điều hoà, xử lý nước, vận chuyển và phân phối nước tới các đối
tượng dùng nước.
b. Khai thác, điều hoà, vận chuyển, xử lý nước và phân phối nước tới các đối
tượng dùng nước.
c. Khai thác, vận chuyển, điều hoà, xử lý nước và phân phối nước tới các đối
tượng dùng nước.
d. Khai thác, xử lý nước, điều hòa, vận chuyển và phân phối nước tới các đối
tượng dùng nước.",D 
96,"Khi độ dao động mực nước các mùa từ 6 m trở lên phải bố trí 2 hàng cửa thu
nước ở độ cao khác nhau. Khoảng cách theo chiều cao giữa 2 hàng cửa tối
thiểu là:
a. 2 m
b. 3 m
c. 4 m
d. 5 m",B 
97,"Việc bố trí ống hút của trạm bơm cấp nước, số lượng ống hút chung phải ít
nhất là 2 ống. Trạm bơm cho phép đặt 1 ống hút có công suất?
a. Nhỏ hơn 1 000 m3/ngày
b. Nhỏ hơn 3 000 m3/ngày
c. Nhỏ hơn 5 000 m3/ngày
d. Nhỏ hơn 10 000 m3/ngày",B 
98,"Việc bố trí ống đẩy của trạm bơm cấp nước, phải bảo đảm ít nhất có 2 ống đẩy
chung, trong trường hợp nào cho phép bố trí 1 ống đẩy chung?
a. Khi công suất nhỏ hơn 1 000 m3/ngày hoặc trong hệ thống có nhiều nhà máy
cùng cấp nước vào mạng lưới
b. Khi công suất nhỏ hơn 3 000 m3/ngày hoặc trong hệ thống có nhiều nhà
máy cùng cấp nước vào mạng lưới
c. Khi công suất nhỏ hơn 5 000 m3/ngày hoặc trong hệ thống có nhiều nhà máy
cùng cấp nước vào mạng lưới
d. Khi công suất nhỏ hơn 10 000 m3/ngày hoặc trong hệ thống có nhiều nhà
máy cùng cấp nước vào mạng lưới",B 
99,"Diện tích mặt bằng của trạm bơm giếng khoan tối thiểu là bao nhiêu m2
a. 8 m2
b. 12 m2
c. 16 m2
d. 20 m2",B 
100,"Phải xử lý nước rửa lọc khi trạm/ nhà máy xử lý nước cấp có công suất từ bao
nhiêu m3/ngđ trở lên?
a. Công suất từ 3 000 m3/ngđ
b. Công suất từ 5 000 m3/ngđ
c. Công suất từ 10 000 m3/ngđ
d. Công suất từ 30 000 m3/ngđ",C 
101,"Khi nào công trình đơn vị trong trạm xử lý nước cấp tối thiểu phải có 2 đơn
nguyên?
a. Khi công suất trạm từ 1.000 m3/ngđ trở lên
b. Khi công suất trạm từ 2.000 m3/ngđ trở lên
c. Khi công suất trạm từ 3.000 m3/ngđ trở lên
d. Khi công suất trạm từ 5.000 m3/ngđ trở lên",C 
102,"Hàm lượng cặn trong nước sau bể lắng đối với dây chuyền công nghệ xử lý
nước cấp được quy định:
a.Hàm lượng cặn trong nước sau bể lắng không được vượt quá 12 mg/l
b. Hàm lượng cặn trong nước sau bể lắng không được vượt quá 15 mg/l
c. Hàm lượng cặn trong nước sau bể lắng không được vượt quá 20 mg/l
d. Hàm lượng cặn trong nước sau bể lắng không được vượt quá 30 mg/l",C 
103,"Trong dây chuyền công nghệ xử lý nước cấp, quy định phải xây dựng công
trình lắng sơ bộ trong trường hợp:
a. Nước có hàm lượng cặn lớn hơn 1 000 mg/l
b. Nước có hàm lượng cặn lớn hơn 1 500 mg/l
c. Nước có hàm lượng cặn lớn hơn 2 000 mg/l
d. Nước có hàm lượng cặn lớn hơn 2 500 mg/l",B 
104,"Giới hạn tốc độ lọc tính toán trong bể lọc chậm là:
a. Từ 0,05 - 0,1 m/h
b. Từ 0,1 - 0,3 m/h
c. Từ 0,3 - 0,5 m/h
d. Từ 0,5 - 1,0 m/h",B 
105,"Trong dây chuyền công nghệ xử lý nước cấp, chiều cao lớp nước trên bề mặt
lớp lọc của bể lọc nhanh trọng lực được quy định:
a. Tối thiểu là 0,8 m
b. Tối thiểu là 1,0 m
c. Tối thiểu là 1,2 m
d. Tối thiểu là 1,5 m",D 
106,"Ở chế độ làm việc bình thường của bể lọc nhanh trọng lực với vật liệu lọc cát
thạch anh được thiết kế với tốc độ lọc là:
a. 0,5 - 5 m/h
b. 5 - 10 m/h
c. 10 - 15 m/h
d. 15 - 30 m/h",B 
107,"Trong bể lọc nhanh trọng lực, hệ thống phân phối bằng chụp lọc được thiết kế
khi áp dụng biện pháp rửa bằng nước kết hợp với không khí, số lượng chụp lọc
được quy định như thế nào?
a. Không dưới 40 cái/m2 diện tích lọc của bể
b. Không dưới 50 cái/m2 diện tích lọc của bể
c. Không dưới 60 cái/m2 diện tích lọc của bể
d. Không dưới 90 cái/m2 diện tích lọc của bể",B 
108,"Đường ống cấp nước đặt qua sông, kênh, rạch phải đặt sâu hơn đáy sông, kênh
rạch bao nhiêu m?
a. Ít nhất là 0,3 m
b. Ít nhất là 0,5 m
c. Ít nhất là 1,0 m
d. Ít nhất là 1,5 m",B 
109,"Đường ống dẫn cấp nước và mạng lưới phải đặt dốc về phía van xả cặn với độ
dốc được quy định:
a. Không nhỏ hơn 0,001
b. Không nhỏ hơn 0,002
c. Không nhỏ hơn 0,003
d. Không nhỏ hơn 0,005",A 
110,"Khi nào bể mê tan phải được xem xét như một phương án để phân hủy cặn
lắng của nước thải?
a. Khi trạm XLNT có công suất từ 5 000 m3/ngđ trở lên
b. Khi trạm XLNT có công suất từ 6 000 m3/ngđ trở lên
c. Khi trạm XLNT có công suất từ 7 000 m3/ngđ trở lên
d. Khi trạm XLNT có công suất từ 8 000 m3/ngđ trở lên",C 
111,"Đối với bãi lọc cát sỏi, hào lọc và bãi lọc ngập nước trồng cây để XLNT, chiều
dày lớp đất không bão hòa (tính từ đáy bãi lọc đến mực nước ngầm cao nhất) là
bao nhiêu m đối với đất cát, mùn, cát pha?
a. 1,0 m
b. 1,5 m
c. 2,0 m
d. > 2,5 m",B 
112,"Trong trạm/nhà máy XLNT, đối với mương ôxy hóa tuần hoàn, lượng bùn hoạt
tính dư được xác định trong khoảng là:
a. 0,2-0,3 kg/kg BOD5
b. 0,3-0,4 kg/kg BOD5
c. 0,4-0,5 kg/kg BOD5
d. 0,5-0,6 kg/kg BOD5",C 
113,"Đường kính tối thiểu của ống, cống thoát nước mưa, cống thoát nước chung
ngoài đường phố?
a. 300 mm
b. 400 mm
c. 450 mm
d. 500 mm",B 
114,"Độ dốc tối thiểu của rãnh thoát nước mưa bên đường.
a. Không nhỏ hơn 0,002
b. Không nhỏ hơn 0,003
c. Không nhỏ hơn 0,004
d. Không nhỏ hơn 0,005",B 
115,"Trong trường hợp đặc biệt, khi trạm xử lý nước thải (XLNT) hoặc sân phơi bùn
bắt buộc phải đặt ở đầu hướng gió chính của đô thị, khoảng cách an toàn về
môi trường phải tăng lên tối thiểu bao nhiêu lần so với khi Trạm XLNT đặt ở
cuối hướng gió chính?
a. 1,2 lần
b. 1,5 lần
c. 1,8 lần
d. 2 lần",B 
116,"Trong trạm/nhà máy XLNT, chiều sâu hồ sinh học hiếu khí làm thoáng cưỡng
bức được quy định thế nào?
a. Không dưới 3 m
b. Không dưới 4 m
c. Không quá 3 m
d. Không quá 4 m",D 
117,"Trong trạm bơm nước thải, khi nào ngăn thu cần chia ra 2 ngăn (nhưng không
làm tăng thể tích chung)
a. Trạm bơm công suất lớn hơn 60.000 m3/ngđ
b. Trạm bơm công suất lớn hơn 80.000 m3/ngđ
c. Trạm bơm công suất lớn hơn 100.000 m3/ngđ
d. Trạm bơm công suất lớn hơn 120.000 m3/ngđ",C 
118,"Trong trạm/nhà máy XLNT, thể tích ngăn thu của trạm bơm cặn tươi, cặn đã
lên men hoặc bùn hoạt tính xác định theo khối lượng bùn cần xả ra từ những
nguồn nào?Bể nén bùn phải được bố trí trong các công trình xử lý nước thải
có?
a. Bể mê tan
b. Bể lọc sinh học
c. Hồ sinh học
d. Bể aeroten",D 
119,"Trong trạm/nhà máy XLNT, khi công suất của trạm bơm không khí là bao
nhiều thì cần ít nhất 2 máy làm việc?
a. 3.000 m3/h
b. 4.000 m3/h
c. 5.000 m3/h
d. 6.000 m3/h",C 
120,"Trong trạm/nhà máy XLNT, bể điều hòa khuấy trộn cơ khí được sử dụng khi
nào?
a. Khi hàm lượng chất lơ lửng trên 200 mg/l với chế độ nước vào bể bất kỳ
b. Khi hàm lượng chất lơ lửng trên 300 mg/l với chế độ nước vào bể bất kỳ
c. Khi hàm lượng chất lơ lửng trên 400 mg/l với chế độ nước vào bể bất kỳ
d. Khi hàm lượng chất lơ lửng trên 500 mg/l với chế độ nước vào bể bất kỳ",D 
121,"Cấp công trình cấp I của công trình xử lý nước thải được quy định có tổng
công suất bao nhiêu m3/ngđ?
a. Lớn hơn hoặc bằng 10.000 m3/ngđ
b. Lớn hơn hoặc bằng 20.000 m3/ngđ
c. Lớn hơn hoặc bằng 30.000 m3/ngđ
d. Lớn hơn hoặc bằng 50.000 m3/ngđ",B 
122,"Cấp công trình cấp I của tuyến cống thoát nước mưa, cống chung có tổng chiều
dài lớn hơn 1.000m được quy định về đường kính trong của cống như thế nào?
a. Lớn hơn hoặc bằng 2.000 mm
b. Lớn hơn hoặc bằng 1.500 mm
c. Lớn hơn hoặc bằng 1.200 mm
d. Lớn hơn hoặc bằng 1.000 mm",A 
123,"Hệ thống thoát nước phải phù hợp các yếu tố:
a. Quy mô đô thị, yêu cầu vệ sinh,
b. Yêu cầu vệ sinh, điều kiện tự nhiên,
c. Hiện trạng đô thị và hiện trạng hệ thống thoát nước.
d. Quy mô đô thị, yêu cầu vệ sinh, điều kiện tự nhiên, hiện trạng đô thị và hiện
trạng hệ thống thoát nước.",D 
124,"Khi lựa chọn hệ thống thoát nước, các khu đô thị xây dựng mới phải xây dựng
a. Hệ thống thoát nước nửa riêng
b. Hệ thống thoát nước chung
c. Hệ thống thoát nước riêng
d. Hệ thống thoát nước riêng hoặc nửa riêng",C 
125,"Lượng nước thải sinh hoạt thu gom được so với tiêu chuẩn cấp nước sinh hoạt?
a. Phải đạt ≥60%
b. Phải đạt ≥70%
c. Phải đạt ≥80%
d. Phải đạt ≥90%",C 
126,"Đường kính tối thiểu của ống, cống thoát nước thải ngoài đường phố?
a. 100 mm
b. 150 mm
c. 200 mm.
d. 250 mm",C 
127,"Vận tốc tính toán nhỏ nhất trong mạng lưới thoát nước tự chảy đối với các loại
kích thước ống, cống, kênh, mương khác nhau được quy định:
a. 0,5 - 1,3 m/s
b. 0,7 - 1,3 m/s
c. 0,7 - 1,5 m/s
d. 0,8 - 1,6 mm/s",B 
128,"Độ đầy của ống thoát nước thải có D = 200 - 300 mm?
a. Không quá 0,6 D
b. Không quá 0,65 D
c. Không quá 0,7 D
d. Không quá 0,75 D",A 
129,"Độ sâu chôn ống nhỏ nhất đối với tất cả các loại đường kính ống (tính từ cao
độ mặt đường đến đỉnh ống) tại khu vực có xe cơ giới qua lại?
a. 0,3 m
b. 0,5 m
c. 0,7 m
d. 0,9 m",B 
130,"Cống có đường kính nhỏ hơn hay bằng 800 mm, kích thước bên trong giếng
thăm là:
a. D = 700 mm hoặc 700 x 700 mm
b. D = 800 mm hoặc 800 x 800 mm
c. D = 900 mm hoặc 900 x 900 mm;
d. D = 1 000 mm hoặc 1 000 x 1 000 mm;",D 
131,"Trạm/nhà máy XLNT phải xây dựng bể lắng cát khi nào?
a. Có công suất ≥ 100 m3/ngày đêm
b. Có công suất ≥ 500 m3/ngày đêm
c. Có công suất ≥ 1000 m3/ngày đêm
d. Có công suất bất kỳ.",A 
132,"Trong trạm/nhà máy XLNT phải bố trí thiết bị thu dầu mỡ khi nào?
a. Nồng độ dầu mỡ lớn hơn 50 mg/l.
b. Nồng độ dầu mỡ lớn hơn 100 mg/l.
c. Nồng độ dầu mỡ lớn hơn 150 mg/l.
d. Nồng độ dầu mỡ lớn hơn 200 mg/l.",B 
133,"Trong trạm/nhà máy XLNT, thời gian lưu thủy lực trong bể điều hòa lưu lượng
và nồng độ?
a. Không dưới 6 giờ
b. Không dưới 12 giờ
c. Không dưới 18 giờ
d. Không dưới 24 giờ",A 
134,"Trong trạm/nhà máy XLNT, nồng độ chất rắn lơ lửng của dòng nước thải trước
khi vào các công trình xử lý sinh học được quy định thế nào?
a. Dưới 150 mg/l
b. Dưới 200 mg/l
c. Dưới 250 mg/l
d. Dưới 300 mg/l",A 
135,"Trong trạm/nhà máy XLNT, thời gian tuyển nổi cần thiết trong thiết bị
hay bể tuyển nổi?
a. Không dưới 15 phút
b. Không dưới 20 phút
c. Không dưới 25 phút",B 
136,"Giếng thăm của mạng lưới thoát nước, chiều cao phần công tác của giếng (tính
từ sàn công tác tới dàn đỡ cổ giếng) được quy định:
a. ≥ 1,2 m
b. ≥ 1,5 m
c. ≥ 1,8 m
d. ≥ 2,0 m",C 
137,"Trong trạm/nhà máy XLNT, nên tái sinh bùn hoạt tính cho bể aeroten đẩy trong
trường hợp nào?
a. Khi BOD5 của nước thải đưa vào bể aeroten lớn hơn 150 mg/l (1)
b. Nước thải sản xuất có các chất khó ôxy hóa sinh hóa (2)
c. Nước thải chỉ được xử lý sinh học không hoàn toàn (3)
d. Tất cả các trường hợp (1), (2), (3)",D 
138,"Phải lắp đặt hệ thống thu khí bãi rác khi đóng ô chôn lấp chất thải rắn thông
thường có quy mô lớn hơn hoặc bằng bao nhiêu T/năm?
a. 45.000
b. 55.000
c. 65.000
d. 75.000",C 
139,"Đối với lò đốt chất thải rắn thông thường phải đảm bảo các yêu cầu về môi
trường tuân thủ theo quy chuẩn nào?
a. QCVN 02:2012/BTNMT
b. QCVN 07:2009/BTNMT
c. QCVN 25:2009/BTNMT
d. QCVN 30:2012/BTNMT",D 
140,"Tỷ lệ sử dụng đất tối đa đối với khu lò đốt trong cơ sở đốt chất thải rắn là?
a. 40 %
b. 50 %
c. 60 %
d. 70 %",B 
141,"Khoảng cách ATMT nhỏ nhất giữa bãi chôn lấp chất thải rắn vô cơ đến chân
các công trình xây dựng khác là bao nhiêu mét?
a. Lớn hơn hoặc bằng 50 m
b. Lớn hơn hoặc bằng 100 m
c. Lớn hơn hoặc bằng 150 m
d. Lớn hơn hoặc bằng 200 m",B 
142,"Đối với công trình quản lý chất thải rắn phải phù hợp với những quy hoạch
nào?
a. Quy hoạch xây dựng
b. Quy hoạch đô thị
c. Quy hoạch chuyên ngành
d. Cả 03 loại quy hoạch trên",D 
143,"Tỷ lệ sử dụng đất tối đa đối với khu chứa + phân loại chất thải rắn trước khi tái
chế trong cơ sở tái chế chất thải rắn là bao nhiêu?
a. 40 %
b. 50 %
c. 60 %
d. 70 %",A 
144,"Tỷ lệ chất thải rắn được xử lý bằng công nghệ chôn lấp không vượt quá bao
nhiêu % tổng lượng chất thải rắn được thu gom
a. Không vượt quá 15%
b. Không vượt quá 20 %
c. Không vượt quá 25%
d. Không vượt quá 30%",A 
145,"Đối với đô thị loại đặc biệt và loại I, lượng chất thải rắn phát sinh trên đầu
người đạt bao nhiêu kg/người.ngày
a. 1,3
b. 1
c. 0,9
d. 0,8",A 
146,"Tỷ lệ sử dụng đất tối thiểu đối với đất cây xanh, mặt nước trong các cơ sở xử
lý chất thải rắn là bao nhiêu phần trăm?
a. Tối thiểu 10%
b. Tối thiểu 15%
c. Tối thiểu 20%
d. Tối thiểu 25%",B 
147,"Tỷ lệ sử dụng đất tối đa đối với khu xử lý + bãi ủ + kho chứa sản phẩm trong
cơ sở xử lý chất thải rắn theo công nghệ sinh học là bao nhiêu?
a. 40 %
b. 50 %
c. 60 %
d. 70 %",C 
148,"Tỷ lệ sử dụng đất tối thiểu đối với đất giao thông trong các cơ sở xử lý chất
thải rắn là bao nhiêu phần trăm?
a. Tối thiểu 10%
b. Tối thiểu 15%
c. Tối thiểu 20%
d. Tối thiểu 25%",A 
149,"Đối với trạm trung chuyển chất thải rắn phải đảm bảo các yêu cầu nào sau đây?
a. Về phòng chống cháy, nổ
b. Về thu gom và xử lý nước thải
c. Về khử mùi
d. Cả ba yêu cầu trên",D 
150,"Khoảng cách tối thiểu giữa các công trình trong khu liên hợp xử lý chất thải
rắn (khu tiếp nhận, khu phân loại, khu tái chế, khu xử lý sinh học, lò đốt) đến
bãi chôn lấp là bao nhiêu m?
a. 50
b. 100
c. 200
d. 300",D 
151,"Tỷ lệ sử dụng đất tối đa đối với khu điều hành trong các cơ sở xử lý chất thải
rắn là bao nhiêu phần trăm?
a. Tối đa 15%
b. Tối đa 20%
c. Tối đa 25%
d. Tối đa 30%",A 
152,"Cơ sở xử lý chất thải rắn là các cơ sở vật chất bao gồm những gì?
a. Bao gồm đất đai, nhà xưởng, trang thiết bị xử lý chất thải rắn
b. Bao gồm đất đai, nhà xưởng, dây truyền công nghệ xử lý chất thải rắn
c. Bao gồm đất đai, nhà xưởng và các công trình khác phục vụ cho việc xử lý
chất thải rắn
d. Bao gồm đất đai, nhà xưởng, dây truyền công nghệ, trang thiết bị và các
hạng mục công trình phụ trợ được sử dụng cho hoạt động xử lý chất thải rắn",D 
153,"Bãi chôn lấp chất thải rắn hợp vệ sinh là gì?
a. Là bãi chôn lấp chất thải rắn được thiết kế hợp vệ sinh
b. Là bãi chôn lấp chất thải rắn được xây dựng và quản lý vận hành một cách
hiệu quả
c. Là bãi chôn lấp chất thải rắn được thiết kế và xây dựng đồng bộ
d. Là bãi chôn lấp chất thải rắn được quy hoạch, thiết kế, xây dựng và quản lý
vận hành hợp kỹ thuật vệ sinh để chôn lấp chất thải rắn",D 
154,"Khu liên hợp xử lý chất thải rắn là gì?
a. Là các hạng mục công trình xử lý chất thải rắn
b. Là các hạng mục công trình xử lý, tái chế, tái sử dụng chất thải rắn
c. Là các hạng mục công trình xử lý và bãi chôn lấp chất thải rắn
d. Là tổ hợp của một số hoặc nhiều hạng mục công trình xử lý, tái chế, tái sử
dụng chất thải rắn và bãi chôn lấp chất thải rắn",D 
155,"Công nghệ xử lý chất thải rắn bằng công nghệ sinh học được áp dụng đối với
loại chất thải rắn nào?
a. Chất thải rắn vô cơ
b. Chất thải rắn hữu cơ dễ bị phân hủy sinh học
c. Chất thải rắn có thể tái chế
d. Chất thải rắn có thể tái sử dụng",B 
156,"Quy mô của khu liên hợp xử lý chất thải rắn được xác định như thế nào?
a. Xác định theo khối lượng chất thải rắn tiếp nhận
b. Xác định theo khối lượng chất thải rắn tiếp nhận và xử lý
c. Xác định theo quy hoạch xử lý chất thải rắn đã được phê duyệt
d. Xác định theo quy hoạch xử lý chất thải rắn, dựa trên cơ sở khối lượng của
các loại chất thải rắn cần được xử lý, công nghệ áp dụng để xử lý và tiêu hủy
chất thải rắn",D 
157,"Việc thu gom phân bùn từ các bể tự hoại nhà vệ sinh công cộng không quá bao
nhiêu lâu?
a. 6 tháng
b. 12 tháng
c. 15 tháng
d. 18 tháng",B 
158,"Chất thải rắn nguy hại phải được phân loại, thu gom và xử lý như thế nào?
a. Phân loại, thu gom và xử lý chung
b. Phân loại, thu gom và xử lý riêng
c. Phân loại, thu gom riêng và xử lý chung
d. Phân loại, thu gom chung và xử lý riêng",B 
